C0000052	['1,4-alpha-Glucan Branching Enzyme']
C1445193	[]
C1445194	[]
C1445195	[]
C1445196	[]
C1445197	[]
C1445198	['goose feather extract']
C1445199	[]
C1445200	[]
C1445201	[]
C1445202	[]
C1445203	[]
C1445204	[]
C1445205	[]
C1445206	[]
C1445207	[]
C1445208	[]
C1445209	[]
C1445210	[]
C1445211	[]
C1445212	[]
C1445213	[]
C1445214	[]
C1445215	[]
C1445216	[]
C1445217	[]
C1445218	[]
C1445219	[]
C1445220	[]
C1445221	[]
C1445222	[]
C1445223	[]
C1445224	[]
C1445225	[]
C1445226	[]
C1445227	[]
C1445229	[]
C1445230	[]
C1445231	[]
C1445232	['Ananas comosus diagnostic allergen extract (product)']
C1445233	[]
C1445234	[]
C1445235	['Apium graveolens diagnostic allergen extract (product)']
C1445236	[]
C1445237	[]
C1445238	[]
C1445239	[]
C1445241	[]
C1445242	[]
C1445243	[]
C1445245	[]
C1445246	[]
C1445247	[]
C1445248	[]
C1445249	[]
C1445250	[]
C1445251	[]
C1445252	[]
C1445253	[]
C1445254	[]
C1445255	[]
C1445256	['Tea diagnostic allergen extract']
C1445257	[]
C1445258	[]
C1445259	[]
C1445262	[]
C1445264	[]
C1445266	[]
C1445267	[]
C1445268	[]
C1445270	[]
C1445271	[]
C1445272	[]
C1445273	[]
C1445274	[]
C1445275	[]
C1445276	[]
C1445277	[]
C1445279	[]
C1445280	[]
C1445281	[]
C1445282	[]
C1445283	[]
C1445284	[]
C1445285	[]
C1445286	[]
C1445287	[]
C1445288	[]
C1445289	[]
C1445290	[]
C1445291	[]
C1445292	[]
C1445295	[]
C1445296	[]
C1445297	[]
C1445299	[]
C1445300	[]
C1445301	[]
C1445302	[]
C1445303	[]
C1445305	[]
C1445306	[]
C1445307	[]
C1445308	[]
C1445309	[]
C1445310	[]
C1445311	['honey allergenic extract']
C1445312	[]
C1445313	[]
C1445314	[]
C1445315	[]
C1445316	[]
C1445318	['grass pea allergenic extract']
C1445319	[]
C1445320	[]
C1445321	[]
C1445322	[]
C1445323	[]
C1445324	[]
C1445326	[]
C1445327	[]
C1445328	[]
C1445330	[]
C1445331	[]
C1445332	[]
C1445333	['Mentha piperita allergenic extract']
C1445334	[]
C1445335	[]
C1445336	[]
C1445337	[]
C1445338	['nutmeg seed kernel extract']
C1445339	['Mace extract']
C1445340	[]
C1445341	[]
C1445342	[]
C1445343	[]
C1445345	[]
C1445346	[]
C1445347	[]
C1445348	[]
C1445349	[]
C1445350	[]
C1445351	[]
C1445352	[]
C1445353	[]
C1445354	[]
C1445355	[]
C1445356	[]
C1445357	[]
C1445358	[]
C1445359	[]
C1445360	[]
C1445361	[]
C1445363	[]
C1445364	[]
C1445365	[]
C1445366	['Pimpinella anisum allergenic extract']
C1445367	[]
C1445369	[]
C1445370	[]
C1445371	[]
C1445372	[]
C1445373	[]
C1445374	[]
C1445376	[]
C1445377	[]
C1445378	[]
C1445379	[]
C1445380	['clam allergenic extract']
C1445381	[]
C1445382	[]
C1445384	[]
C1445385	[]
C1445386	[]
C1445388	[]
C1445389	[]
C1445390	[]
C1445391	[]
C1445392	[]
C1445393	[]
C1445394	[]
C1445395	[]
C1445397	[]
C1445398	[]
C1445399	[]
C1445401	[]
C1445402	[]
C1445404	[]
C1445405	[]
C1445406	[]
C1445408	[]
C1445409	[]
C1445410	[]
C1445411	[]
C1445412	[]
C1445413	[]
C1445414	[]
C1445415	[]
C1445416	[]
C1445418	[]
C1445419	[]
C1445421	['Aspergillus fumigatus allergenic extract']
C1445423	[]
C1445424	['Botrytis cinerea allergenic extract']
C1445425	[]
C1445426	['Chaetomium globosum allergenic extract']
C1445427	['Cladosporium herbarum allergenic extract']
C1445428	[]
C1445429	[]
C1445430	[]
C1445431	[]
C1445433	[]
C1445434	[]
C1445435	[]
C1445436	[]
C1445437	[]
C1445438	[]
C1445440	[]
C1445441	[]
C1445442	['Trichophyton rubrum allergenic extract']
C1445443	[]
C1445444	[]
C1445447	[]
C1445448	['Blomia tropicalis diagnostic allergen extract']
C1445449	['Dermatophagoides farinae diagnostic allergen extract']
C1445450	['Dermatophagoides microceras diagnostic allergen extract']
C1445451	['Dermatophagoides pteronyssinus diagnostic allergen extract']
C1445452	['Euroglyphus maynei diagnostic allergen extract']
C1445453	['Glycyphagus domesticus diagnostic allergen extract']
C1445454	['Lepidoglyphus destructor diagnostic allergen extract']
C1445455	[]
C1445458	[]
C1445460	[]
C1445462	[]
C1445466	[]
C1445467	[]
C1445483	[]
C1445484	[]
C1445486	[]
C1445487	[]
C1445488	[]
C1445489	[]
C1445490	[]
C1445491	[]
C1445492	[]
C1445493	[]
C1445494	[]
C1445495	[]
C1445496	[]
C1445497	[]
C1445498	[]
C1445499	[]
C1445500	[]
C1445501	[]
C1445502	[]
C1445503	[]
C1445504	[]
C1445505	[]
C1445506	[]
C1445507	[]
C1445508	[]
C1445509	[]
C1445510	[]
C1445511	[]
C1445513	[]
C1445514	[]
C1445515	[]
C1445516	[]
C1445517	[]
C1445518	[]
C1445519	[]
C1445520	[]
C1445521	[]
C1445522	[]
C1445523	[]
C1445524	[]
C1445525	[]
C1445526	[]
C1445527	[]
C1445528	[]
C1445529	[]
C1445530	[]
C1445531	[]
C1445532	[]
C1445533	[]
C1445534	[]
C1445535	[]
C1445536	[]
C1445537	[]
C1445538	[]
C1445539	[]
C1445540	[]
C1445541	[]
C1445542	[]
C1445543	[]
C1445544	[]
C1445545	[]
C1445546	[]
C1445547	[]
C1445548	[]
C1445549	[]
C1445550	[]
C1445551	[]
C1445552	[]
C1445553	[]
C1445554	[]
C1445555	[]
C1445556	[]
C1445557	[]
C1445558	[]
C1445559	[]
C1445560	[]
C1445561	[]
C1445562	[]
C1445563	[]
C1445564	[]
C1445565	[]
C1445566	[]
C1445567	[]
C1445568	[]
C1445569	[]
C1445570	[]
C1445571	[]
C1445578	['recombinant human bone morphogenetic protein-2']
C1445580	[]
C1445654	['Adrenal hormone preparation']
C1445667	[]
C1445675	[]
C1445690	[]
C1445692	[]
C1445695	[]
C1445697	[]
C1445700	[]
C1445711	[]
C1445725	[]
C1445759	[]
C1445761	['Hepatitis B virus recombinant vaccine']
C1445773	[]
C1445781	[]
C1445788	[]
C1445792	[]
C1445793	[]
C1445794	[]
C1445795	[]
C1445796	[]
C1445837	[]
C1445839	[]
C1445841	[]
C1445843	[]
C1445846	[]
C1445848	[]
C1445850	[]
C1445852	[]
C1445854	[]
C1445855	['Fungal mix specific immunoglobulin E']
C1445857	[]
C1445859	[]
C1445860	[]
C1445861	['Beta-2 glycoprotein 1 IgG antibody']
C1445862	['Beta-2 glycoprotein 1 IgM antibody']
C1445863	[]
C1445864	[]
C1446410	['Chortoglyphus arcuatus antigen']
C1446411	['Chrysanthemum cinerariifolium antigen']
C1446412	['Chrysothamnus nauseosus antigen']
C1446413	['Cichorium endivia antigen']
C1446414	['Cichorium intybus antigen']
C1446415	['Citrullus lanatus antigen']
C1446416	['Citrus aurantifolia antigen']
C1446417	['Citrus limon antigen']
C1446418	['Citrus paradisis antigen']
C1446423	['Clupea harengus antigen']
C1446424	['Cocos nucifera antigen']
C1446425	['Cola antigen']
C1446426	['Coriandrum sativum antigen']
C1446427	['Corylus avellana antigen']
C1446429	['Cottonseed antigen']
C1446430	['Cow antigen']
C1446432	['Cow epithelium antigen']
C1446433	['Crocus sativus antigen']
C1446435	['Cryptococcus terreus antigen']
C1446436	['Cryptomeria japonica antigen']
C1446437	['Cryptostroma corticale antigen']
C1446438	['Cucurbita pepo antigen']
C1446440	['Cupressus arizonica antigen']
C1446441	['Cupressus sempervirens antigen']
C1446442	['Curcuma longa antigen']
C1446444	[]
C1446445	['CV2 antigen']
C1446446	['Cyamopsis tetragonoloba antigen']
C1446447	['Cynara scolymus antigen']
C1446450	['Cytisus scoparius antigen']
C1446452	[]
C1446453	['Daphnia antigen']
C1446454	['Daucus carota antigen']
C1446455	['Dematiaceae antigen']
C1446456	['Deoxyribonucleoprotein antigen']
C1446457	['Dermatophagoides microceras antigen']
C1446459	['Dioscorea batatas antigen']
C1446460	['Diospyros kaki antigen']
C1446461	['Distichlis spicata antigen']
C1446462	['Dog dander antigen']
C1446464	['Dolichovespula arenaria antigen']
C1446465	['Dolichovespula maculata antigen']
C1446467	[]
C1446469	['Echinochloa crus-galli antigen']
C1446471	['Ehrlichia chaffeensis antigen']
C1446473	['Ehrlichia risticii antigen']
C1446477	['Elettaria cardamomum antigen']
C1446478	['Engraulis encrasicolus antigen']
C1446480	['Ephestia kuehniella antigen']
C1446482	['Euroglyphus maynei antigen']
C1446483	['sugar maple antigen']
C1446487	['Fagopyrum esculentum antigen']
C1446488	['Fagus grandifolia antigen']
C1446490	['Festuca elatior antigen']
C1446491	['Ficus benjamina antigen']
C1446492	['Ficus carica antigen']
C1446493	['Finch antigen']
C1446498	['Fox antigen']
C1446499	['Fragaria vesca antigen']
C1446500	['Fraxinus americana antigen']
C1446501	['Fraxinus latifolia antigen']
C1446502	['Fraxinus nigra antigen']
C1446503	['Fraxinus pennsylvanica antigen']
C1446504	['Fraxinus velutina antigen']
C1446506	['Fusarium moniliforme antigen']
C1446509	['Gadus morhua antigen']
C1446512	['Gasterophilus intestinalis antigen']
C1446514	['Gerbil antigen']
C1446515	['Gerbil epithelium antigen']
C1446517	['Glycine max antigen']
C1446518	['Glycyrrhiza lepidota antigen']
C1446519	['Goat epithelium antigen']
C1446520	[]
C1446521	[]
C1446523	['Haemophilus somnus antigen']
C1446524	['Hamster epithelium antigen']
C1446525	['Helix aspersa antigen']
C1446529	['Hippoglossus hippoglossus antigen']
C1446531	['Holcus lanatus antigen']
C1446532	['Homarus gammarus antigen']
C1446533	['Hoplostethus atlanticus antigen']
C1446534	['Hordeum vulgare antigen']
C1446535	['Hornet antigen']
C1446536	['Horse dander antigen']
C1446538	[]
C1446544	['Ipomoea batatas antigen']
C1446545	['Juglans nigra antigen']
C1446546	['Juglans regia antigen']
C1446547	['Juniperus occidentalis antigen']
C1446548	['Juniperus pinchotii antigen']
C1446549	['Juniperus virginiana antigen']
C1446551	['Moth antigen']
C1446559	['Bordetella avium antigen']
C1446562	['String bean antigen']
C1446563	['Green bean antigen']
C1446566	['Fasciola hepatica antigen']
C1446568	['Red kidney bean antigen']
C1446569	['Hemp fiber antigen']
C1446570	['Piper nigrum antigen']
C1446571	['Chenopodium album antigen']
C1446572	['Kochia scoparia antigen']
C1446573	['Honeysuckle antigen']
C1446574	['Sorghum sudanense antigen']
C1446575	['Wall pellitory antigen']
C1446577	['Citrus sinensis antigen']
C1446579	['Citrus reticulata antigen']
C1446580	['Levisticum officinale antigen']
C1446581	['Mace antigen']
C1446582	['Pigweed antigen']
C1446590	['Zea mays antigen']
C1446591	['Wheat bran antigen']
C1446593	['Squash antigen']
C1446598	[]
C1446599	['Kapok antigen']
C1446602	['Lactuca sativa antigen']
C1446603	['Lathyrus sativus antigen']
C1446604	['Laurus nobilis antigen']
C1446612	['Leishmania mexicana antigen']
C1446615	['Lepidoglyphus destructor antigen']
C1446616	['Lepidorhombus whiffiagonis antigen']
C1446619	['Leptospira interrogans sv Australis antigen']
C1446620	['Leptospira interrogans serovar autumnalis antigen']
C1446621	['Leptospira interrogans serovar bataviae antigen']
C1446622	['Leptospira interrogans serovar canicola antigen']
C1446623	['Leptospira interrogans serovar grippotyphosa antigen']
C1446624	['Leptospira interrogans serovar hardjo antigen']
C1446625	['Leptospira interrogans serovar hebdomadis antigen']
C1446626	['Leptospira interrogans serovar pomona antigen']
C1446627	['Ligustrum vulgare antigen']
C1446628	['Lilium longiflorum antigen']
C1446629	['Linum usitatissimum antigen']
C1446630	['Liquidambar styraciflua antigen']
C1446632	['Litchi chinensis antigen']
C1446634	[]
C1446636	['Lupinus albus antigen']
C1446637	['Malassezia furfur antigen']
C1446638	['Malus sylvestris antigen']
C1446639	['Mangifera indica antigen']
C1446640	['Maple antigen']
C1446641	['Silver Maple antigen']
C1446642	['Matricaria chamomilla antigen']
C1446643	['Medicago sativa antigen']
C1446644	['Melanogrammus aeglefinus antigen']
C1446645	['Merluccius merluccius antigen']
C1446647	['Milk antigen']
C1446650	[]
C1446651	['Morus alba antigen']
C1446652	['Morus rubra antigen']
C1446653	['Mouse epithelium antigen']
C1446654	['Mouse hair antigen']
C1446657	['Musca domestica antigen']
C1446658	['Mustard antigen']
C1446665	['Mycoplasma bovis antigen']
C1446669	['Mycoplasma hyopneumoniae antigen']
C1446672	['Mycoplasma putrefaciens antigen']
C1446674	['Mytilus edulis antigen']
C1446681	['Nigrospora sphaerica antigen']
C1446683	['Ocimum basilicum antigen']
C1446684	['Octopus vulgaris antigen']
C1446685	['Oncorhynchus mykiss antigen']
C1446687	['Origanum majorana antigen']
C1446688	['Origanum vulgare antigen']
C1446689	['Oryza sativa antigen']
C1446690	['Ostrea edulis antigen']
C1446691	[]
C1446692	['Pandalus borealis antigen']
C1446693	['Papaver somniferum antigen']
C1446694	['Paracoccidioides brasiliensis antigen']
C1446696	['Parietaria judaica antigen']
C1446697	['Pascopyrum smithii antigen']
C1446698	['Paspalum notatum antigen']
C1446699	['Passiflora edulis antigen']
C1446701	['Pastinaca sativa antigen']
C1446704	['Penicillium notatum antigen']
C1446705	[]
C1446707	['Periplaneta americana antigen']
C1446708	['Periplaneta fuliginosa antigen']
C1446709	['Persea americana antigen']
C1446710	['Petrosilenum crispum antigen']
C1446711	['Phalaris arundinacea antigen']
C1446713	['Phaseolus limensis antigen']
C1446714	['Phleum pratense allergenic extract']
C1446715	['Phoenix dactylifera antigen']
C1446717	['Phoma herbarum antigen']
C1446718	['Phragmites communis antigen']
C1446719	['Phyllostachys pubescens antigen']
C1446720	['Picea excelsa antigen']
C1446721	['Picea pungens antigen']
C1446722	['Pigeon droppings antigen']
C1446723	[]
C1446724	['Rough Pigweed antigen']
C1446725	['Pimpinella anisum antigen']
C1446726	['Pinus echinata antigen']
C1446727	['Pinus edulis antigen']
C1446728	['Pinus elliottii antigen']
C1446729	['Pinus monticola antigen']
C1446730	['Pinus nigra antigen']
C1446731	['Pinus palustris antigen']
C1446732	['Pinus ponderosa antigen']
C1446733	['Pinus radiata antigen']
C1446734	['Pinus strobus antigen']
C1446735	['Pinus taeda antigen']
C1446736	['Pinus virginiana antigen']
C1446737	['Pistacia vera antigen']
C1446738	['Pisum sativum antigen']
C1446739	['Plantago lanceolata antigen']
C1446745	['Platanus acerifolia antigen']
C1446746	['Platanus occidentalis antigen']
C1446747	['Pleuronectes platessa antigen']
C1446748	['Pleurotus ostreatus antigen']
C1446750	['Poa annua antigen']
C1446751	['Poa pratensis antigen']
C1446752	['Pollachius virens antigen']
C1446753	['Populus alba antigen']
C1446754	['Populus fremontii antigen']
C1446755	['Populus nigra antigen']
C1446756	['Populus tremula antigen']
C1446757	['Prosopis juliflora antigen']
C1446758	['Prunus armeniaca antigen']
C1446759	['Prunus avium antigen']
C1446760	['Prunus domestica antigen']
C1446761	['Prunus dulcis antigen']
C1446762	['Prunus persica antigen']
C1446764	['Pseudotsuga taxifolia antigen']
C1446765	['Psidium guajava antigen']
C1446766	['Punica granatum antigen']
C1446768	['Pyrus communis antigen']
C1446769	['Quercus agrifolia antigen']
C1446770	['Quercus alba antigen']
C1446771	['Quercus gambelii antigen']
C1446772	['Quercus kelloggii antigen']
C1446773	['Quercus lobata antigen']
C1446774	['Quercus rubra antigen']
C1446775	['Quercus velutina antigen']
C1446776	['Quercus virginiana antigen']
C1446777	['Rabbit antigen']
C1446790	['Raphanus sativus antigen']
C1446791	['Rat epithelium antigen']
C1446792	['Rat hair antigen']
C1446795	['Rhizopus arrhizus antigen']
C1446799	['Rickettsia akari antigen']
C1446801	['Rickettsia conorii antigen']
C1446806	['Rickettsia typhi antigen']
C1446807	['Robinia pseudoacacia antigen']
C1446808	['Rubus idaeus antigen']
C1446811	['Saccharum officinarum antigen']
C1446812	['Salix caprea antigen']
C1446813	['Salix discolor antigen']
C1446814	['Salix nigra antigen']
C1446815	['Salmo salar antigen']
C1446817	[]
C1446823	['Salsola kali antigen']
C1446824	['Saltbush antigen']
C1446825	['Salvia officinalis antigen']
C1446826	['Sambucus nigra antigen']
C1446827	['Sapium sebiferum antigen']
C1446828	['Sarcobatus vermiculatus antigen']
C1446831	['Sardina pilchardus antigen']
C1446832	['Sardinops melanosticta antigen']
C1446834	['Schinus molle antigen']
C1446835	['Schistosoma haematobium antigen']
C1446836	['Schistosoma japonicum antigen']
C1446837	['Schistosoma mansoni antigen']
C1446838	['Scomber japonicus antigen']
C1446839	['Scomber scombrus antigen']
C1446840	['Secale cereale antigen']
C1446841	['Sericin antigen']
C1446843	['Sesamum indicum antigen']
C1446844	['Setaria italica antigen']
C1446845	['Sheep epithelium antigen']
C1446848	['Silk antigen']
C1446849	['Simulium venustum antigen']
C1446850	['Sitophilus granarius antigen']
C1446852	['Solanum melongena antigen']
C1446853	['Solanum tuberosum antigen']
C1446854	['Solea solea antigen']
C1446855	['Solenopsis geminata antigen']
C1446856	['Solenopsis invicta antigen']
C1446857	['Solenopsis richteri antigen']
C1446858	['Sorghum halepense antigen']
C1446859	['Spinacia oleracea antigen']
C1446860	['Spirillum minus antigen']
C1446862	['Sporothrix schenckii antigen']
C1446865	['Staphylolysin antigen']
C1446867	['Stenotaphrum secundatum antigen']
C1446868	['Stizostedion vitreum antigen']
C1446872	['Streptococcus pneumoniae 14 antigen']
C1446875	['streptolysin O antigen']
C1446876	['Strongyloides stercoralis antigen']
C1446877	['Swine epithelium antigen']
C1446878	['Syringa vulgaris antigen']
C1446880	['Taenia saginata antigen']
C1446881	['Taenia solium antigen']
C1446886	['Conalbumin antigen']
C1446887	['Avian paramyxovirus 2 antigen']
C1446889	['Taxodium distichum antigen']
C1446894	['Theobroma cacao antigen']
C1446900	['Thunnus albacares antigen']
C1446901	['Thymus vulgaris antigen']
C1446903	['Tilapia antigen']
C1446904	['Tilia americana antigen']
C1446905	['Tilia cordata antigen']
C1446906	['Tillandsia usneoides antigen']
C1446907	['Todarodes pacificus antigen']
C1446910	['Trachurus japonicus antigen']
C1446912	['Trapa natans antigen']
C1446917	['Trigonella foenum-graecum antigen']
C1446918	['Triticum spelta antigen']
C1446921	['Trypanosoma brucei gambiense antigen']
C1446922	['Trypanosoma brucei rhodesiense antigen']
C1446925	['Tsuga canadensis antigen']
C1446926	[]
C1446927	['Tyrophagus putrescentiae antigen']
C1446928	['Ulmus americana antigen']
C1446929	['Ulmus pumila antigen']
C1446932	['Urtica dioica antigen']
C1446936	['Ustilago maydis antigen']
C1446939	['Vanilla planifolia antigen']
C1446940	['Vespa crabro antigen']
C1446942	['Vigna radiata antigen']
C1446943	['Vigna sinensis antigen']
C1446945	['Vitis vinifera antigen']
C1446946	[]
C1446952	[]
C1446953	[]
C1446954	[]
C1446955	[]
C1446957	[]
C1446958	[]
C1446959	[]
C1446961	[]
C1446962	[]
C1446964	[]
C1446965	[]
C1446966	[]
C1446967	[]
C1446968	[]
C1446969	[]
C1446972	[]
C1446981	[]
C1446982	[]
C1446983	[]
C1446984	[]
C1446985	[]
C1446986	[]
C1446987	[]
C1446988	[]
C1446989	[]
C1446990	[]
C1446992	[]
C1446993	[]
C1446994	[]
C1446995	[]
C1446996	[]
C1446997	[]
C1446998	[]
C1447000	[]
C1447001	[]
C1447002	[]
C1447003	[]
C1447004	[]
C1447006	[]
C1447007	[]
C1447008	[]
C1447009	[]
C1447010	[]
C1447011	[]
C1447012	[]
C1447013	[]
C1447014	[]
C1447015	[]
C1447016	[]
C1447017	[]
C1447018	[]
C1447019	[]
C1447020	['DPP4 protein, human']
C1447021	[]
C1447022	[]
C1447023	[]
C1447025	[]
C1447028	['squamous cell carcinoma antigen 1']
C1447029	['squamous cell carcinoma antigen 2']
C1447030	[]
C1447031	[]
C1447033	[]
C1447034	[]
C1447035	[]
C1447036	[]
C1447038	[]
C1447039	[]
C1447041	[]
C1447042	[]
C1447043	[]
C1447044	[]
C1447045	['EGR1 protein, human']
C1447046	['GAL protein, human']
C1447047	['USF2 protein, human']
C1447048	[]
C1447049	[]
C1447050	[]
C1447051	[]
C1447058	[]
C1447059	[]
C1447060	[]
C1447061	['HSPB1 protein, human']
C1447062	[]
C1447064	[]
C1447065	[]
C1447066	[]
C1447067	[]
C1447068	[]
C1447069	[]
C1447070	['HNF1B protein, human']
C1447071	[]
C1447072	[]
C1447073	[]
C1447074	[]
C1447075	[]
C1447076	['beta-Thromboglobulin, human']
C1447077	[]
C1447078	[]
C1447079	[]
C1447080	[]
C1447081	[]
C1447083	[]
C1447084	[]
C1447085	[]
C1447086	[]
C1447087	[]
C1447088	[]
C1447089	[]
C1447090	['CCL1 protein, human']
C1447091	[]
C1447092	[]
C1447093	['Nrt protein, Drosophila']
C1447094	[]
C1447095	[]
C1447096	[]
C1447097	[]
C1447098	[]
C1447099	[]
C1447100	[]
C1447102	[]
C1447103	[]
C1447104	[]
C1447105	[]
C1447106	[]
C1447107	['HGF protein, human']
C1447108	[]
C1447109	[]
C1447110	[]
C1447111	[]
C1447112	[]
C1447113	[]
C1447114	[]
C1447115	[]
C1447116	[]
C1447117	[]
C1447118	[]
C1447119	['MCC protein, human']
C1447120	[]
C1447121	[]
C1447122	[]
C1447123	[]
C1447126	[]
C1447127	[]
C1447128	[]
C1447129	[]
C1447130	[]
C1447131	[]
C1447133	[]
C1447135	[]
C1447136	[]
C1447137	['ZFHX3 protein, human']
C1447138	[]
C1447139	[]
C1447141	[]
C1447142	[]
C1447143	[]
C1447144	[]
C1447145	[]
C1447146	[]
C1447147	[]
C1447148	[]
C1447149	[]
C1447150	['HNRNPK protein, human']
C1447151	[]
C1447153	[]
C1447155	[]
C1447156	[]
C1447157	[]
C1447158	[]
C1447159	[]
C1447160	[]
C1447161	[]
C1447162	[]
C1447163	[]
C1447164	[]
C1447166	[]
C1447167	[]
C1447169	[]
C1447170	[]
C1447171	[]
C1447172	[]
C1447173	[]
C1447174	[]
C1447176	[]
C1447177	[]
C1447178	[]
C1447180	['IFI16 protein, human']
C1447181	[]
C1447182	[]
C1447183	[]
C1447184	[]
C1447186	[]
C1447187	[]
C1447190	[]
C1447191	[]
C1447192	[]
C1447193	[]
C1447194	[]
C1447195	[]
C1447196	[]
C1447197	[]
C1447198	[]
C1447199	['LMX1B protein, human']
C1447202	[]
C1447203	['SPRR1A protein, human']
C1447204	[]
C1447205	[]
C1447206	[]
C1447208	[]
C1447209	[]
C1447211	[]
C1447212	[]
C1447213	[]
C1447214	[]
C1447215	[]
C1447216	[]
C1447217	[]
C1447218	[]
C1447220	[]
C1447221	[]
C1447222	[]
C1447223	[]
C1447224	[]
C1447225	[]
C1447226	[]
C1447227	[]
C1447228	[]
C1447229	[]
C1447230	[]
C1447231	[]
C1447232	[]
C1447234	[]
C1447235	[]
C1447236	[]
C1447237	['phosphopantetheinyl transferase']
C1447238	[]
C1447239	[]
C1447240	[]
C1447241	[]
C1447242	[]
C1447243	[]
C1447244	[]
C1447245	[]
C1447246	[]
C1447247	[]
C1447248	[]
C1447249	[]
C1447250	[]
C1447251	[]
C1447253	[]
C1447254	[]
C1447255	[]
C1447256	[]
C1447257	[]
C1447258	[]
C1447259	[]
C1447260	[]
C1447262	[]
C1447263	['TAL2 protein, human']
C1447264	[]
C1447265	[]
C1447266	[]
C1447267	[]
C1447268	[]
C1447269	[]
C1447270	[]
C1447271	[]
C1447272	[]
C1447273	['BCAN protein, human']
C1447275	[]
C1447276	[]
C1447277	[]
C1447278	[]
C1447279	[]
C1447280	[]
C1447282	[]
C1447283	[]
C1447284	['RRAS2 protein, human']
C1447285	['ANP32A protein, human']
C1447287	[]
C1447288	[]
C1447289	[]
C1447290	[]
C1447291	[]
C1447292	[]
C1447294	[]
C1447299	[]
C1447300	[]
C1447301	[]
C1447303	[]
C1447304	[]
C1447305	[]
C1447306	[]
C1447307	[]
C1447308	[]
C1447309	[]
C1447310	[]
C1447311	[]
C1447312	[]
C1447313	[]
C1447314	[]
C1447315	[]
C1447316	[]
C1447317	[]
C1447318	[]
C1447319	[]
C1447320	[]
C1447321	[]
C1447322	[]
C1447323	[]
C1447324	[]
C1447325	[]
C1447327	[]
C1447328	[]
C1447329	[]
C1447330	[]
C1447331	[]
C1447333	[]
C1447335	[]
C1447336	[]
C1447338	[]
C1447339	['USP8 protein, human']
C1447340	[]
C1447341	[]
C1447342	[]
C1447343	[]
C1447344	[]
C1447345	[]
C1447346	[]
C1447347	[]
C1447348	[]
C1447349	[]
C1447350	[]
C1447351	['LGALS7 protein, human']
C1447352	[]
C1447353	[]
C1447354	['BAGE protein, human']
C1447355	[]
C1447356	[]
C1447357	[]
C1447358	[]
C1447359	[]
C1447360	[]
C1447361	[]
C1447362	[]
C1447363	[]
C1447364	[]
C1447365	[]
C1447366	[]
C1447367	[]
C1447368	[]
C1447369	[]
C1447372	[]
C1447373	[]
C1447374	[]
C1447375	[]
C1447376	[]
C1447377	[]
C1447378	[]
C1447380	[]
C1447381	[]
C1447382	[]
C1447383	[]
C1447384	[]
C1447385	[]
C1447386	[]
C1447387	[]
C1447388	[]
C1447389	['SORBS2 protein, human']
C1447390	['ABI2 protein, human']
C1447391	[]
C1447392	[]
C1447393	[]
C1447394	[]
C1447395	[]
C1447396	[]
C1447397	[]
C1447398	[]
C1447399	[]
C1447400	[]
C1447401	[]
C1447402	[]
C1447404	['SOX11 protein, human']
C1447405	[]
C1447406	[]
C1447407	[]
C1447408	[]
C1447409	[]
C1447410	['CLCN7 protein, human']
C1447411	[]
C1447412	[]
C1447413	[]
C1447414	[]
C1447415	[]
C1447416	[]
C1447417	[]
C1447418	[]
C1447419	[]
C1447420	[]
C1447421	[]
C1447422	[]
C1447423	[]
C1447424	[]
C1447425	[]
C1447426	[]
C1447427	[]
C1447428	[]
C1447429	[]
C1447430	[]
C1447431	[]
C1447432	['GAB1 protein, human']
C1447433	[]
C1447434	[]
C1447435	[]
C1447436	[]
C1447437	[]
C1447438	[]
C1447439	[]
C1447440	['CDK3 protein, human']
C1447441	[]
C1447442	[]
C1447443	['ESRRB protein, human']
C1447444	[]
C1447446	[]
C1447447	[]
C1447448	[]
C1447449	[]
C1447450	[]
C1447451	[]
C1447452	[]
C1447453	[]
C1447454	[]
C1447455	[]
C1447456	[]
C1447457	[]
C1447458	[]
C1447459	[]
C1447460	[]
C1447461	[]
C1447463	[]
C1447464	[]
C1447465	[]
C1447466	[]
C1447467	[]
C1447468	[]
C1447469	[]
C1447471	[]
C1447472	['S100P protein, human']
C1447473	[]
C1447474	[]
C1447475	[]
C1447476	[]
C1447477	[]
C1447478	[]
C1447479	[]
C1447480	[]
C1447481	[]
C1447482	[]
C1447483	[]
C1447484	[]
C1447485	[]
C1447487	['RAD54B protein, human']
C1447488	['GPR15 protein, human']
C1447489	[]
C1447490	['SH2D1B protein, human']
C1447491	[]
C1447492	[]
C1447493	[]
C1447494	[]
C1447495	[]
C1447496	[]
C1447497	[]
C1447498	[]
C1447499	[]
C1447500	[]
C1447504	['ABI1 protein, human']
C1447512	[]
C1447513	[]
C1447514	[]
C1447515	[]
C1447516	[]
C1447517	[]
C1447518	[]
C1447519	[]
C1447520	[]
C1447521	[]
C1447522	[]
C1447523	[]
C1447524	[]
C1447525	[]
C1447526	[]
C1447527	[]
C1447528	[]
C1447529	[]
C1447530	[]
C1447531	[]
C1447532	[]
C1447533	[]
C1447534	[]
C1447535	[]
C1447536	[]
C1447537	[]
C1447538	[]
C1447539	[]
C1447540	[]
C1447542	[]
C1447543	[]
C1447544	[]
C1447545	[]
C1447546	[]
C1447547	[]
C1447548	[]
C1447549	[]
C1447550	['CREB3 protein, human']
C1447551	[]
C1447552	['ABCB6 protein, human']
C1447553	[]
C1447554	[]
C1447556	[]
